Autophagy_related_gene_symbol	ID	Correlation_coefficient	P-value	Host_gene of circRNA	CircRNA_chromosomal_position (hg19)	Mean_expression	Log2FoldChange	FDR	Change	circbaseID
RAB33B	circ_96860	-0.334975719	4.06E-05	MAML2	chr11:95825055-95826681	0.959468536	-1.427071785	0.011676023	Down	hsa_circ_0024085
CANX	circ_96860	-0.385121605	1.88E-06	MAML2	chr11:95825055-95826681	0.959468536	-1.427071785	0.011676023	Down	hsa_circ_0024085
MAPK9	circ_96860	-0.328442856	5.84E-05	MAML2	chr11:95825055-95826681	0.959468536	-1.427071785	0.011676023	Down	hsa_circ_0024085
VAMP7	circ_96860	-0.30624837	0.000189171	MAML2	chr11:95825055-95826681	0.959468536	-1.427071785	0.011676023	Down	hsa_circ_0024085
HSPA5	circ_96860	-0.302276679	0.000231205	MAML2	chr11:95825055-95826681	0.959468536	-1.427071785	0.011676023	Down	hsa_circ_0024085
SQSTM1	circ_102365	0.314505178	0.000123509	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
CTSD	circ_102365	0.306314737	0.000188533	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
CAPN1	circ_102365	0.305339658	0.000198108	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
FADD	circ_102365	0.307971759	0.000173243	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
UVRAG	circ_102365	0.300871158	0.00024805	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
DRAM1	circ_102365	0.328635449	5.78E-05	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
GABARAP	circ_102365	0.30105372	0.000245799	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
ITGA3	circ_102365	0.322815964	7.94E-05	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
WDR45B	circ_102365	0.321330485	8.60E-05	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
RGS19	circ_102365	0.363072042	7.73E-06	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
BID	circ_102365	0.395115423	9.54E-07	ARHGEF12	chr11:120345268-120348235	1.634327843	-1.177707046	0.011969003	Down	hsa_circ_0002100
VAMP3	circ_19440	0.378837759	2.84E-06	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
SESN2	circ_19440	0.30649127	0.000186846	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
DIRAS3	circ_19440	0.500715431	1.65E-10	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
SH3GLB1	circ_19440	0.406459565	4.30E-07	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
ARNT	circ_19440	0.384335348	1.98E-06	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CXCR4	circ_19440	0.42545589	1.06E-07	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
NFE2L2	circ_19440	0.322534738	8.06E-05	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CFLAR	circ_19440	0.366211757	6.36E-06	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CCR2	circ_19440	0.446887377	1.97E-08	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
TP63	circ_19440	0.473710588	2.01E-09	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CASP3	circ_19440	0.321493904	8.53E-05	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
SQSTM1	circ_19440	0.37893192	2.82E-06	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
EGFR	circ_19440	0.397642079	8.01E-07	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CTSB	circ_19440	0.527531064	1.09E-11	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
DLC1	circ_19440	0.419160993	1.70E-07	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
BAG1	circ_19440	0.377481933	3.10E-06	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
PRKCQ	circ_19440	0.471276315	2.50E-09	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
ITGB1	circ_19440	0.342517029	2.64E-05	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CAPN1	circ_19440	0.309894654	0.000156948	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CASP1	circ_19440	0.578496579	3.11E-14	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
GABARAPL1	circ_19440	0.347653708	1.96E-05	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CDKN1B	circ_19440	0.304460137	0.00020713	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
DRAM1	circ_19440	0.470986589	2.56E-09	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
HSPB8	circ_19440	0.471087956	2.54E-09	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CAMKK2	circ_19440	-0.415892648	2.17E-07	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
FOXO1	circ_19440	0.467908568	3.35E-09	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
DAPK2	circ_19440	0.356473519	1.16E-05	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
MAPK3	circ_19440	0.318061356	0.000102393	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CX3CL1	circ_19440	0.527944143	1.05E-11	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
MAP1LC3B	circ_19440	0.383715295	2.06E-06	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
ITGA3	circ_19440	0.457909681	7.90E-09	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
ITGB4	circ_19440	0.480293313	1.12E-09	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
NPC1	circ_19440	0.352306768	1.49E-05	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
BCL2	circ_19440	0.437964863	4.03E-08	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
CHMP4B	circ_19440	0.342985365	2.57E-05	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
TP53INP2	circ_19440	0.308035281	0.00017268	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
RGS19	circ_19440	0.379675029	2.69E-06	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
APOL1	circ_19440	0.415596439	2.22E-07	ZBTB44	chr11:130130750-130131824	3.927506238	-1.735615167	1.43E-06	Down	hsa_circ_0002484
PEX14	circ_170741	0.499606907	1.83E-10	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
PINK1	circ_170741	0.413750068	2.54E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
SESN2	circ_170741	0.324856608	7.11E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
DIRAS3	circ_170741	0.3356246	3.92E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ARNT	circ_170741	0.311249002	0.000146341	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
BIRC6	circ_170741	0.322316006	8.16E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
CFLAR	circ_170741	0.32839725	5.86E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG9A	circ_170741	0.372863659	4.18E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG16L1	circ_170741	0.405969175	4.46E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
CAPN10	circ_170741	0.411587964	2.98E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG4B	circ_170741	0.389030528	1.44E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
MTMR14	circ_170741	0.416844314	2.02E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG7	circ_170741	0.344434979	2.37E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
RAF1	circ_170741	0.325699551	6.79E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
TP63	circ_170741	0.323961903	7.46E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
BNIP1	circ_170741	0.363992369	7.30E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
RAB24	circ_170741	0.307375834	0.000178604	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
SQSTM1	circ_170741	0.450289944	1.49E-08	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
VEGFA	circ_170741	0.341312332	2.83E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
PEX3	circ_170741	0.31684054	0.00010923	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
WIPI2	circ_170741	0.368968283	5.35E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
HDAC6	circ_170741	0.450557891	1.46E-08	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
WDR45	circ_170741	0.399085745	7.24E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
CTSB	circ_170741	0.343785238	2.46E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
TSC1	circ_170741	0.313625644	0.000129324	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
CTSD	circ_170741	0.379334032	2.75E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
MAPK8IP1	circ_170741	0.346405314	2.11E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
AMBRA1	circ_170741	0.426590919	9.74E-08	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG13	circ_170741	0.393365512	1.08E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG2A	circ_170741	0.398288876	7.66E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
CAPN1	circ_170741	0.430653151	7.13E-08	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
RELA	circ_170741	0.319660569	9.40E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
FADD	circ_170741	0.348605904	1.85E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG16L2	circ_170741	0.432154052	6.35E-08	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
GABARAPL1	circ_170741	0.424786956	1.12E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
HSPB8	circ_170741	0.323573282	7.62E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
LAMP1	circ_170741	0.412220587	2.84E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG14	circ_170741	0.331824598	4.85E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ZFYVE1	circ_170741	0.362881744	7.82E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ULK3	circ_170741	0.317759894	0.000104043	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
TSC2	circ_170741	0.341650755	2.78E-05	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
MLST8	circ_170741	0.305087575	0.000200656	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
MAPK3	circ_170741	0.451982806	1.30E-08	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
CX3CL1	circ_170741	0.359849365	9.43E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
PELP1	circ_170741	0.377597678	3.08E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
CALCOCO2	circ_170741	0.425591447	1.05E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ITGA3	circ_170741	0.490880913	4.20E-10	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ITGB4	circ_170741	0.437089573	4.32E-08	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
GAA	circ_170741	0.398625509	7.48E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
RPTOR	circ_170741	0.415974377	2.16E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
HGS	circ_170741	0.40248777	5.71E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
MAP1LC3A	circ_170741	0.376706059	3.26E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
RGS19	circ_170741	0.360972932	8.80E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
STK11	circ_170741	0.398059504	7.78E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
MAP2K7	circ_170741	0.407165872	4.09E-07	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ATG4D	circ_170741	0.378952375	2.82E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
SIRT2	circ_170741	0.364463009	7.09E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
ARSA	circ_170741	0.372719988	4.21E-06	SFMBT2	chr10:7285519-7327916	1.441443167	-1.667879285	0.000164186	Down	hsa_circ_0017636
HDAC1	circ_96919	-0.305904728	0.000192505	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
CAPN10	circ_96919	-0.372053001	4.40E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
MTMR14	circ_96919	-0.304168182	0.000210208	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
RAB7A	circ_96919	0.360385121	9.12E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
EIF4G1	circ_96919	-0.30723135	0.000179926	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
TP63	circ_96919	0.304390322	0.000207862	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
BNIP1	circ_96919	-0.351176882	1.59E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
RAB24	circ_96919	-0.323622281	7.60E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
RACK1	circ_96919	-0.491525936	3.96E-10	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
HSP90AB1	circ_96919	-0.449884476	1.54E-08	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
MBTPS2	circ_96919	0.31624478	0.000112718	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
TUSC1	circ_96919	-0.432046204	6.40E-08	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
CTSD	circ_96919	-0.301126242	0.000244911	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
ATG2A	circ_96919	-0.351388862	1.57E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
RELA	circ_96919	-0.306730914	0.000184579	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
FADD	circ_96919	-0.367824254	5.75E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
HSPA8	circ_96919	-0.37906388	2.80E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
GAPDH	circ_96919	-0.306227992	0.000189367	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
FOXO1	circ_96919	0.366581574	6.21E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
LAMP1	circ_96919	-0.324457009	7.27E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
TM9SF1	circ_96919	-0.331428284	4.95E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
ULK3	circ_96919	-0.415815311	2.18E-07	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
TSC2	circ_96919	-0.361126898	8.72E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
MLST8	circ_96919	-0.476285517	1.60E-09	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
MAP1LC3B	circ_96919	0.345464312	2.23E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
PELP1	circ_96919	-0.36771272	5.79E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
BIRC5	circ_96919	-0.315489876	0.000117288	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
HGS	circ_96919	-0.398274367	7.66E-07	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
P4HB	circ_96919	-0.345332802	2.24E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
STK11	circ_96919	-0.3781369	2.97E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
EEF2	circ_96919	-0.487739489	5.64E-10	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
MAP2K7	circ_96919	-0.352975239	1.43E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
ATG4D	circ_96919	-0.431011948	6.94E-08	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
SIRT2	circ_96919	-0.392464524	1.14E-06	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
BAX	circ_96919	-0.335467844	3.95E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
ATF4	circ_96919	-0.429127614	8.02E-08	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
ARSA	circ_96919	-0.322442709	8.10E-05	SFMBT2	chr10:7318853-7327916	2.505025585	-2.94276632	0.003560569	Down	hsa_circ_0000211
CTSB	circ_121564	0.314277098	0.000124993	SVIL	chr10:29801663-29820217	0.753611953	-3.1686827	2.44E-06	Down	hsa_circ_0018064
HSPB8	circ_121564	0.490824511	4.23E-10	SVIL	chr10:29801663-29820217	0.753611953	-3.1686827	2.44E-06	Down	hsa_circ_0018064
ZFYVE1	circ_121564	0.32636504	6.55E-05	SVIL	chr10:29801663-29820217	0.753611953	-3.1686827	2.44E-06	Down	hsa_circ_0018064
USP10	circ_175926	-0.367841515	5.74E-06	CCDC7	chr10:32740519-32762951	1.470072953	-1.191677484	0.04348881	Down	hsa_circ_0093546
MAP1LC3B	circ_175926	-0.300336313	0.000254754	CCDC7	chr10:32740519-32762951	1.470072953	-1.191677484	0.04348881	Down	hsa_circ_0093546
VAMP3	circ_115256	0.353903992	1.35E-05	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
SH3GLB1	circ_115256	0.360457346	9.08E-06	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
NFE2L2	circ_115256	0.396583756	8.62E-07	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
TP63	circ_115256	0.349786328	1.73E-05	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
EGFR	circ_115256	0.300233657	0.00025606	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
NAMPT	circ_115256	0.356337849	1.17E-05	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
SIRT1	circ_115256	0.391927661	1.19E-06	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
CASP1	circ_115256	0.325667755	6.80E-05	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
DRAM1	circ_115256	0.322754626	7.97E-05	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
HSPB8	circ_115256	0.343549593	2.49E-05	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
FOXO1	circ_115256	0.40601663	4.44E-07	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
CX3CL1	circ_115256	0.300173954	0.000256822	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
MAP1LC3B	circ_115256	0.3651246	6.81E-06	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
CCL2	circ_115256	0.369304059	5.24E-06	CCSER2	chr10:86198267-86237420	1.495158056	-2.058809019	2.26E-05	Down	hsa_circ_0018998
SH3GLB1	circ_174477	0.302277505	0.000231195	FBXW4	chr10:103427642-103436193	2.453920776	-1.277653413	0.008164798	Down	hsa_circ_0008362
TP63	circ_174477	0.307463824	0.000177802	FBXW4	chr10:103427642-103436193	2.453920776	-1.277653413	0.008164798	Down	hsa_circ_0008362
ARSB	circ_174477	0.314800407	0.000121612	FBXW4	chr10:103427642-103436193	2.453920776	-1.277653413	0.008164798	Down	hsa_circ_0008362
